person,position,company,last_updated
hSVITtnZeH,Voorzitter Stichting Toerisme Berg en Dal (STER),STER Berg en Dal,2021-06-14
LgFXEZBKqctYx,Intern Digital Audit training creation at Global Supply Chain,The HEINEKEN Company,2021-06-14
PGnhJVDYyyH,Front Office Coordinator,Muziekbank,2021-06-14
yVUSQoxhTHZFDg,International Affairs Officer/medewerker academiebureau Academie Creatieve Technologie,Hogeschool Saxion,2021-06-14
bTRfsmbQmyus,Business Teacher,Saxion University of Applied Sciences,2021-06-14
FeVGLKeNsRRzXClY,Growth Hacker,Qseals,2021-06-14
NqiVSAMJt,Produktmanager,FLOWFACT,2021-06-14
hQImBZsCSKMkCXZ,Research Manager,WPG Research,2021-06-14
IQNRgovuOuE,Onderwijskundige,Hogeschool Saxion,2021-06-14
YvpZFGvRJWS,Public Speaker,SportsSpeakers,2021-06-14
YoewzvEdBDSSe,Medewerker Marketing & Communicatie,NieuweWeme Group,2021-06-14
pFTjdSGsmavAIcr,Partnermanager Retail,KPN,2021-06-14
mzdrOgvykpn,Manager Operations,Coachcenter,2021-06-14
NINKwCbqBHhnkGG,Lead Customer Care,wehkamp,2021-06-14
RIUbPev,"Sr. Business Consultant Customer Experience, Klantcontact",KPN Zakelijke Markt,2021-06-14
XUFEPHJei,Associate Professor,University of Twente,2021-06-14
IHbeVksbnsnSNYx,Scientific Director,University of Twente,2021-06-14
JOTKOKGoyj,Senior Consultant Datascience & AI,TNO,2021-06-14
dSAoPtkvopxD,Researcher lectorate Regional Development,Saxion University of Applied Sciences,2021-06-14
AZoGrswiGMsx,Business Manager,QING,2021-06-14
lHfqXsQglyjEYfA,Senior Managing Consultant,Boom Training and Consultancy,2021-06-14
fAHMaOMOizPoLT,Senior Sales Consultant - Customer Experience,KPN,2021-06-14
RTBtqLtRmkVLX,Docent Bedrijfskunde,Windesheim,2021-06-14
KHXPNBQIpwzbyi,Subsidie Adviseur Saxion Research & Graduate School,Hogeschool Saxion,2021-06-14
KnXpjkDAXotOcCEaShHFMdp,Instituut HIP  Twente  Huiswerkbegeleiding-online leren-bijles-HBO/WO-coaching,Instituut HIP,2021-06-14
bugrZDPpydMyABqg,Communicatieadviseur,Gemeente Enschede,2021-06-14
uIsRsWpDCjOGkzmdTPQ,Director,NDIX B.V.,2021-06-14
PyNUbmrSEDF,Adviseur omgeving,Waterschap Drents Overijsselse Delta,2021-06-14
vQkerJWoQD,Managing consultant,Topicus Overheid,2021-06-14
cABXrVqCaK,Senior Associate | Medical Technology & Diagnostics | Contract & Permanent,QTC Recruitment,2021-06-14
QgxJEfGzDDdRkDY,Digital Marketeer,GMU.online,2021-06-14
RsFkGjZLcWFkjXUVh,Co Owner,El Niño - Digital Development,2021-06-14
PjyUGIuhGbCcDxm,Directeur,Arcon,2021-06-14
cUZAGhbyPAaJakYZ,Full Professor of Marketing & Retailing,Nyenrode Business Universiteit,2021-06-14
yEiaPCtgWgAEp,Associate Lector,Saxion,2021-06-14
ItKoLqvNSENFH,Senior Event Manager,Hogeschool Saxion,2021-06-14
xtIakeiRwoufW,Adviseur Marketing,Hogeschool Saxion,2021-06-14
iAPrsJnnW,Intercedent,Tempo-Team,2021-06-14
wsDvkojYeYZfJXm,"Directeur, eigenaar",Gladior en Indenty ,2021-06-14
mHwyexUS,Senior Lecturer & Course Leader,Robert Gordon University,2021-06-14
UgJiopmMMd,Managing Director,Leap. The Innovation Agency,2021-06-14
etJgrwVPsIs,Sprecher,Kinder- und Jugendrat NRW,2021-06-14
UFysDkUBMxNiTEU,Director Saxion Research & Graduate School,Saxion University of Applied Sciences,2021-06-14
fVyTIEvTBtNb,Sr. Account Manager - Customer eXperience team,KPN Corporate Market,2021-06-14
nauxWKviPl,"Head Of School (Interim), School of Computing Science and Digital Media.",Robert Gordon University,2021-06-14
KampZesJseN,Specialist Duurzame Financieringen,ABN AMRO Bank N.V.,2021-06-14
ELcRmdddElaNlsy,Docent Online Marketing,Hogeschool Saxion,2021-06-14
aUvzOQTVHT,Lecturer In Computer Science,Mid Sweden University,2021-06-14
eNiyOoRDmHSNEV,Consultant,Nijwald,2021-06-14
xpMwCWntfdWLH,Area Sales Manager,Brinkers Food B.V.,2021-06-14
zlpxRJbFuAjUDwpz,Web and Game Developer / Lab Assistant,Saxion University of Applied Sciences,2021-06-14
PqLCJAdOJV,Professor of Information Systems in the Healthcare,Eindhoven University of Technology,2021-06-14
uKicSHSnBI,Management en Bestuur,Universiteit Twente,2021-06-14
NDeSXNTbdrsWuZZbB,C# .NET Developer,Achmea,2021-06-14
wqxzvdNVIbWgOrMrnzImbzXQ,Program Manager EuroTechPostdoc2,Eindhoven University of Technology,2021-06-14
xlfXVHPxQpSIk,Strategisch adviseur en regisseur,Stichting Centre of Excellence - Sociale Technologische Innovatie,2021-06-14
CNNOLzwpaKRkQBJOKgUk,"Lector Technology, Health & Care",Hogeschool Saxion,2021-06-14
mZMgnEWXq,Associate Professor,Eindhoven University of Technology,2021-06-14
lxSQEuTjEEfXFOm,Klantadviseur MKB Banking,ABN AMRO Bank N.V.,2021-06-14
GROVSnOlGtNfBHn,Relatiemanager sector Retail,ABN AMRO Bank N.V.,2021-06-14
TJXAFXTfxWXAxI,Relatiemanager,ABN AMRO Bank N.V.,2021-06-14
ZCwWavyrrJ,Management Assistant voor Martijn Rijsdijk / Directie GEO- en Vastgoedinformatie en Advies,Kadaster,2021-06-14
umIweIUcevJx,Director of development KPN IoT,KPN,2021-06-14
fLpTYDlHJmYFsFp,"Manager Klantbediening Visie, Strategie & Innovatie",Centraal Beheer,2021-06-14
PkihrecZULdfJtMbgBEjaAMBKaVAozhCrvOSGBWruXIrmROqnMJawn,Innovatie- & Kenniscentrum,Centre of Excellence for New Media Technologies,2021-06-14
RyQXrGBJgmwIzy,Contract PhD,University of Twente,2021-06-14
CVobntPJmAdQvz,Marketing coördinator/coach,WIMM,2021-06-14
zTjRgKEMHRj,Projectmanager Digital Intelligence Lectoraat & Digitale Werkplaats Twente,Hogeschool Saxion,2021-06-14
PwBXdKLroEjpQnvPhDmM,Business Development Manager Healthy Living,TNO,2021-06-14
WaCIIGmrJXwpVG,"Senior Lecturer Business Economics, Finance, Marketing and Project manager",Saxion Hogescholen,2021-06-14
eWElkqiOjDQwDwAZvCO,Projectleider Digitaal Burgerschap,Cubiss,2021-06-14
KfBXxonArfoKigR,Sr. Kennisadviseur,"Koninklijke Bibliotheek (KB), nationale bibliotheek van Nederland",2021-06-14
jmRqOEjYoqWlfg,Lector Maatschappelijke Veiligheid,Hogeschool Saxion,2021-06-14
MQCpnfdG,Professioneller Fotograf,Selbstständig,2021-06-14
IrhuoBZNcfCFVG,Journalist,NRC Media,2021-06-14
QimrjNOzdSqocXo,Owner,liliaiosilevich.com,2021-06-14
FRFmsYTdxHCV,CEO,Swiss Organic Solutions,2021-06-14
jyJtPsHTWa,Manager Klantadvies MKB,ABN AMRO Bank N.V.,2021-06-14
mBeCLevqTdIvieJm,Chief Executive Optimist (CEO)/Innovation Expert,Science & Entrepreneurship,2021-06-14
ayUptcoiFZr,Research Support Advisor,Hogeschool Saxion,2021-06-14
jJnAiPkADVVgkv,Lector Regio-ontwikkeling,Saxion University of Applied Sciences,2021-06-14
JWEZsBhpkpHytq,Digital Sales Manager,Technogym,2021-06-14
JCvRYqfgIXo,Supply Chain Optimization,Evonik,2021-06-14
rXYELxejl,Partner,Mazars in Nederland,2021-06-14
JqPPLghOh,"Psycholoog, vrij gevestigd",Psychologie & Levenskunst,2021-06-14
EXyEnwAXTXLe,Adviseur Centrum voor Ondernemerschap,Hogeschool Saxion,2021-06-14
ZRuAQwYcOYPYY,Initiatiefnemer & Adviseur,SMARTICIPATIE,2021-06-14
zelnitDsCiGy,Content marketeer,Handstand,2021-06-14
EqefRxtNXC,Medewerker informatievoorziening,Aventus,2021-06-14
eiPZcDJjndmN,Project Manager & Communicatie,HvA Centre for Market Insights,2021-06-14
YlbnXWBlJwztQ,Subsidieadviseur,Gemeente Apeldoorn,2021-06-14
yOdKkdNinpQkVkAflug,Marketing- en data analist,Aventus,2021-06-14
LiKhJlkIUkBCtdzRB,Lector Duurzame Energie Voorziening,Saxion,2021-06-14
KQCNIVkcxDltaApXD,International Product Marketing Manager (interim),Legamaster International B.V.,2021-06-14
TEtnupXlYmXf,Founder ,Donkey Mobile,2021-06-14
KaeXmcJnjzIwAoye,Corporate Recruiter,Hogeschool Saxion,2021-06-14
NirZXVrIZHLtP,Allround Filmmaker,Bureau Beeldtaal Filmmakers,2021-06-14
CRzedjpqhTj,3D Artist,Julius Fröbus GmbH,2021-06-14
voOVsDoncQnvEP,Digital Marketeer,Marotura,2021-06-14
POhrBWiKNtEgE,Accountmanager,Shock Media B.V.,2021-06-14
AaJemiVdNc,Senior project leader and PhD-candidate,HAN Automotive Research - HAN University of Applied Sciences,2021-06-14
cJsAMcbialbRelI,Scientific Director,ThermoPlastic composites Application Center (TPAC),2021-06-14
btgjonoILjPHm,Professor (lector),Saxion University of Applied Sciences,2021-06-14
HzOSpSakGcDhRpX,Professor (lector),Saxion University,2021-06-14
fvEohTrNEG,Professor of Nursing | Lector Verpleegkunde,Saxion,2021-06-14
VeYpkkgzuEuG,Co-Founder,De Gasfabriek,2021-06-14
EhjNEQpTbHjw,Associate Lector (Associate Professor) Sustainable Textiles,Hogeschool Saxion,2021-06-14
VtAASEdmZZsuAPi,"Head of department Learning, Data-analytics and Technology",University of Twente,2021-06-14
xHAjevoMikaLzSAfJ,Data Scientist,Gemeente Utrecht,2021-06-14
dBGrDdqXaVPr,BCO employee,Teleperformance,2021-06-14
yRxqOiocBfFZ,Project Manager Water & Awareness,Saxion International Water Technology,2021-06-14
AgRHEzjFYNoh,Beleidsadviseur vmbo,Aeres VMBO en Aeres MBO,2021-06-14
NlouyyUGpTCvcgiVK,"Corporate Sales Representative, EMEA ",Arc'teryx Equipment,2021-06-14
qzLBZAAEWvWz,Owner,CourtPerformance ,2021-06-14
HQWqpBWQLNyiphic,Professor Digital Commerce,Amsterdam University of Applied Sciences,2021-06-14
aDfkopqzGQhjpxWP,Project Manager ,Gemeente Amsterdam,2021-06-14
wsAtJvIVnwek,Teamcaptain bij Commerciële Economie,Saxion University of Applied Sciences,2021-06-14
xKWIRjkuJPLsPHiTqTLBzW,Professor Blockchain Saxion UAS & leading professor Saxion Blockchain Institute,Saxion University of Applied Sciences,2021-06-14
XPrIsfdvW,Business Assistant,EY Transfer Pricing,2021-06-14
yPRvBCncCNSOhC,Risk Modeling ,Allianz,2021-06-14
riIQzdcBReLlqyB,Founder and CEO Flowmundo,Flowmundo Academy,2021-06-14
jpjUTBXegqKgPjrjadQZCXQvgqM,Oprichter / directeur-eigenaar,PYRAMIDE v.o.f.,2021-06-14
kWbgYEysOdH,Digital marketing expert,Team Nijhuis,2021-06-14
FJeCKBqOLdcqBK,Lecturer / Consultant,Windesheim University of applied sciences,2021-06-14
yGIWuZvZmptX,Global Marketing Manager - Asahi Super Dry,Asahi Europe & International,2021-06-14
OCUEFcpHlCnLL,"Docent Online Marketing, School of Commerce & Entrepeneurship",Saxion,2021-06-14
mcmfDiRJzYM,Marketing/ business intelligence,Onderwijs Academie,2021-06-14
HnCAGVTyikyguyTldp,BI & CPM Consultant,Biyond B.V.,2021-06-14
hwvHvfiEEbeeesn,Business coach | Management consultant | Interim manager Digital ,MTH performance consultancy,2021-06-14
JDzSmZAEHUDBanLda,Bestuurslid afd. Zwolle (aspirant),Humanitas,2021-06-14
qCkPScvCzrFEPWS,Business Developer Kennistransfer Academie Mens en Arbeid,Saxion University of Applied Sciences,2021-06-14
GpMGTqWNaEMG,Directeur Saxion Hospitality Business School,Hogeschool Saxion,2021-06-14
kPhItKgHZSvilDuKOMAgozgVfca,Editor in Chief of Public Administration and Information Technology Series,Springer,2021-06-14
kPGSGFZLsAYtY,Manager Research & Business Innovation,Breda University of Applied Sciences,2021-06-14
NczpyVbRcbYzm,"Lecturer Marketing, Retail & Sales, University of Applied Science",Saxion,2021-06-14
tpzlrXLLHyIJN,Directeur Strategie & Programma's,Centre of Excellence voor Sociale & Technologische Innovatie,2021-06-14
RPkcEhjtdpq,Customer Experience ,KLM Royal Dutch Airlines,2021-06-14
DwVhjkTFVmJJuirU,Redacteur Nieuwstrend,EenVandaag,2021-06-14
mdjLsCKPNI,Owner,Evident Consultancy,2021-06-14
MzkoLVWDNghWFKOx,Program Manager,Saxion,2021-06-14
WSbYKIkrzmKXSq,Program Director e-Academy,e-Academy.org,2021-06-14
EDFTrinVnpHl,Coördinator minor E-commerce & Retail,Saxion University of Applied Sciences,2021-06-14
ZBsRxwNzLsOPyGfbxcgrp,Senior Lecturer/Researcher Business Administration/ coordinator thesis,Saxion University of Applied Sciences,2021-06-14
guiJoKVIQyX,Junior E-commerce Specialist,Hofman Animal Care,2021-06-14
OWPnIRSj,Chief Technology Officer,"Gemeente Amsterdam, CTO Innovatieteam",2021-06-14
HXsppIlliDTKA,HR Businesspartner ,Benchmark Electronics,2021-06-14
tgRDShkAASEUnG,Digital Marketeer | Projectmanager,TRIMM,2021-06-14
sjiTvfcobt,Lector de Ondernemende Regio Fontys Hogeschool Economie en Communicatie,Fontys Hogescholen,2021-06-14
NgtYFygmylEZqN,Head of IT,ICE AESTHETIC GmbH,2021-06-14
UHJIDcUAqKBorE,Category Leader IT & Computer,bol.com,2021-06-14
qYmPbLlmHgbtfpqE,Lecturer creative business & coordinator Entrepreneurship,HU University of Applied Sciences Utrecht (Hogeschool Utrecht),2021-06-14
JDKKuvBOVlvjT,Assistant Professor,Nyenrode Business Universiteit,2021-06-14
hnPunWzMjqZDGGg,Leerkracht,Basisschool Klinkers,2021-06-14
VUenaxsofRGb,Lecturer & educational developer at the Institute of Communication,University of Applied Sciences Utrecht,2021-06-14
xfJoleeudHc,Graduate Student Researcher,InnoValor - ReadID,2021-06-14
IZSTEYTsbEitCam,Chief Digital Officer (CDO),Hoogheemraadschap van Rijnland,2021-06-14
BneblaZQkBw,HR-adviseur,Odin Groep,2021-06-14
ibSpajaQsqOWMhyDOQ,"Initiator en mede eigenaar, samen met Babette de Weerd","Landelijk Expertisenetwerk Vraaggestuurd Leren en werken, LEV'L",2021-06-14
tgWZyzzGHiAo,Pastoraal werker,Overheid,2021-06-14
ZHdWNhUsudeRl,Consumer & Trade Insight Specialist,Asahi Europe & International,2021-06-14
mJEgWBTJOVNdirCS,Directeur at the School of Creative Technology,Hogeschool Saxion,2021-06-14
SDvNAzMjtNSxwN,Professor of Business and Industrial Park Development,Saxion University of Applied Sciences,2021-06-14
DeZCiNPsucHFESQo,SEO-specialist / Eigenaar ,Dami Marketing,2021-06-14
ugvyEYXiSy,Scientific Director,"ICAI LAB – AI for Precision Health, Nutrition & Behaviour",2021-06-14
sTErhgOwLXJhkuJZrLpXftiJ,Product Developer,FDB Møbler,2021-06-14
evoZSRvqn,Founder,TValley,2021-06-14
rCTrOSIomhO,Consultant IT Assurance & Advisory ,KPMG Nederland,2021-06-14
ZWnHpZxtmWEPg,Kwartiermaker Datalab,Waterschap Vallei en Veluwe,2021-06-14
KqfzVpgmccWQRrVo,Agile-coach,Shell,2021-06-14
JkhlYDMaANcnfoVpg,CRM - Email Marketeer,Hogeschool Saxion,2021-06-14
FXHsaAdUGQcSP,Marketing Manager,Baseflow,2021-06-14
vkMZgVEbVlcwVS,"Co-chair, research colloquium “The Politics and Governance of Administrative Reform in CEE",Netherlands Institute of Governance,2021-06-14
HcEnzBfKQbaU,Podcast host & producer,CRO.CAFE,2021-06-14
yKZixIJdacnOzvjy,Informant,Belastingdienst,2021-06-14
JhWqRmdBtoRdmvI,Projectsupport,ThermoPlastic composites Application Center (TPAC),2021-06-14
utuzILTBJrnN,Webshop Manager,Veneta.com,2021-06-14
StwxxowVWVlVtC,Directeur & eigenaar,De Beleverij,2021-06-14
HghTSFYlNWWDNV,"Head, Department of Applied Informatics in Management",Gdańsk University of Technology,2021-06-14
POoUvinQywc,Marketing medewerker ,Amigo Promotion BV,2021-06-14
LSdRCcFuURxty,CCO,Antagonist B.V.,2021-06-14
CSdoirGfODY,Graphic Designer,hallmark,2021-06-14
NrGdionCiENa,Huisarts,Huisartsenpraktijk Marinus,2021-06-14
BFuWYHYhH,Social Media Expert,Vazquez BV,2021-06-14
vfxIUuutoMRjD,Content Creator & Social Influencer,Thijs Holtmaat,2021-06-14
gdaKfjOnIGax,Projectontwikkelaar Het Handelshuys en Stadserf Zwartewaterallee Zwolle,Junco B.V.,2021-06-14
dmePUbqRYdU,International Sales,AELS - Aircraft End-of-Life Solutions,2021-06-14
yYTIjhqjflcyfUZ,Mediator & Trainer Mediationvaardigheden,Gemeente Enschede,2021-06-14
LzFNiEKfrj,Professor,University of Twente,2021-06-14
lGkkKqqZCJ,Associate lector AmI | Lecturer HBO-ITmI,Saxion,2021-06-14
FWMaYiKRuoFGlhS,Geestelijk Verzorger / Chaplain,Careyn,2021-06-14
KZLeRBfxRsCIqCrl,Projectcoördinator,Hogeschool Saxion,2021-06-14
ycZtOjjJVohU,ICT-medewerker,OGD ict-diensten,2021-06-14
FBkhyiAMmvO,Business Transformation Manager,Fortes,2021-06-14
chvhAgGMoDZugFYTQ,Senior Researcher and Lecturer,Saxion University of Applied Sciences,2021-06-14
yGoAINCHhUPrLTqpL,Lecturer,Breda University of Applied Sciences,2021-06-14
wnydUvRgjk,Teacher & supervisor,Saxion,2021-06-14
HjQThUSLlY,Adviseur Communicatie,Gemeente Enschede,2021-06-14
pjLFJwtdU,Founder & CEO,Open Social,2021-06-14
rpGUmuNDyGON,Customer Success Associate Manager,Datatrics,2021-06-14
CNeWkAK,Owner,ISA training en coaching,2021-06-14
XaspNpltOxiHtX,Trainer-ontwikkelaar en tutor Smartsolutions,Hogeschool Saxion,2021-06-14
vOekobxLPaSuLrxMT,Technical Consultant - Software Engineering,CGI Nederland,2021-06-14
NqexoJRhXKEFN,Communicatieadviseur,Factstory,2021-06-14
KofprnjPQKqlHYjI,Assistant Professor,Universiteit Twente,2021-06-14
iRwGnNcLTy,wethouder,Gemeente Rijssen-Holten,2021-06-14
JTMWGPHCwMmlALmYvIM,Researcher,Infotopics,2021-06-14
dRCygVStERfM,Pastoor erediensten,Sint Eusebiusparochie,2021-06-14
uTIARMxnIzphBd,Directeur landelijke dienstverlening A.I.,Kamer van Koophandel,2021-06-14
dhSeeFbuamGzr,"Assistant Director, Business Intelligence",DriveTime,2021-06-14
pvhtyKhIcygp,CTO,Unknown Group,2021-06-14
OlZvQSEMLkH,CTO,Clairify,2021-06-14
RGwHUOfNmtdOKJDw,Product Lead,Takeaway.com,2021-06-14
BmEYCimkGtcg,Communitymanager,Hogeschool Saxion,2021-06-14
xaZSOMpcpAI,Founder,Wirelab - Digital Agency,2021-06-14
VrQnaUfqc,Assistant Professor,Ferris State University,2021-06-14
NfTaiwZzIifzhf,Innovation Manager,DCW,2021-06-14
IaDcUmGwnUBBbUy,Lecturer Computer Science,Saxion University of Applied Sciences,2021-06-14
zmmUFgmmnsLe,Digital Marketing Lead,Koninklijke Grolsch,2021-06-14
uBKrQwjRpkyLQ,Marketing Manager Grolsch,Royal Grolsch N.V.,2021-06-14
XSusEMIhhQ,Teacher,"Saxion University of Applied Sciences, Enschede + Deventer",2021-06-14
REEkdYgsFIAbC,Hogeschool docent,Saxion,2021-06-14
uvDvHqPEhBHyZj,Manager Center of Expertise Fraud & Cybersecurity,ING Nederland,2021-06-14
GdddKWXgPQI,Advisor Research Executive Board ,Saxion University of Applied Sciences,2021-06-14
pPBkdrgGBxlp,Lector (Professor)  Business Models,Saxion University of Applied Sciences,2021-06-14
rWTfVsMXQhNp,Lector Ondernemerschap,Saxion,2021-06-14
VKdkGVMTAUHNu,Hoogleraar / Academic Director Executive Master of Finance and Control / Register Controller ,TIAS School for Business and Society,2021-06-14
XukUVmFSGMQ,Inspecteur van het Speciaal Onderwijs,Inspectie van het Onderwijs,2021-06-14
dqciyhPWNTJHPeCH,Adviseur Verkoop en Markt,Roosdom Tijhuis Bouwgroep,2021-06-14
zFfsFfCHwVHhuccsf,Praktijkcoördinator Ondernemerschap & Retail Management,Hogeschool van Arnhem en Nijmegen,2021-06-14
TrCLEvSJRKcQlTL,Hoofdredacteur - Eigenaar,Kampeermeneer.nl,2021-06-14
TKOcGtVeZdQIAu,Docent Commerciële Economie / Marketing,Zuyd Hogeschool | Zuyd University of Applied Sciences,2021-06-14
CnvTokdqEAF,DGA,W2 Moments BV,2021-06-14
aEzVcTZjnH,CEO and co-founder Blue Radix,Blue Radix,2021-06-14
ZiTNHkvfEL,Digital marketeer,Rabobank,2021-06-14
gISdiGshszYY,Business Unit Director Neuroscience,Takeda,2021-06-14
QSBqvfqJgasbtYE,Directeur | directie dienstverlening,Gemeente Vlissingen,2021-06-14
ezpBPViNPtkLRv,Digital Producer,Wirelab - Digital Agency,2021-06-14
XlzahJqrbE,Researcher Ambient Intelligence Group / Lecturer HBO-ICT,Saxion,2021-06-14
lQLWSuLqjaALPCoHNswsPZxNSCsc,Researcher and projectleader at Ambient Intelligence,Saxion University of Applied Sciences,2021-06-14
HxIyWLJxyNCDWO,Event Coordinator,ICSMM,2021-06-14
azmYXlPJeA,Senior Human Factors Engineer,ErgoS Human Factors Engineering,2021-06-14
zCkGdblCOIyvFujKDeq,Lecturer Marketing,Saxion,2021-06-14
nzfmGBedKoWWM,Associate Lector Applied Data Science,Saxion University of Applied Sciences,2021-06-14
cXwVaZYGVmEE,Docent HBO-ICT / Opleidingscoördinator Saxion Parttime School voor HBO-ICT,Hogeschool Saxion,2021-06-14
nDBAaSLprRZu,Digital Marketeer,Nedap Security Management,2021-06-14
ydotmOkzATt,Smart City Solutions Marketplace,"Smartup Cities, Inc.",2021-06-14
zActIytdSL,Onderwijsassistent,Het Assink lyceum,2021-06-14
HhxvLcjuGnglM,VFX Supervisor / Co-founder,Little Farm,2021-06-14
jdWosytPHjVrWGh,Management Consultant,Adviesbureau De Vaart B.V.,2021-06-14
xsyDydLjzXD,Javascript Developer,Wren Kitchens,2021-06-14
YwpldErqkcfQyhgaRR,Professor (Applied Research) Resilient Democracy,Saxion University of Applied Sciences,2021-06-14
QxwesyVvwtNL,Studiecoach Saxion Topsport Acadamy,Hogeschool Saxion,2021-06-14
YmmEFQZmKjBiBYN,Onderzoeker bij het lectoraat Rich Media & Teacher Learning,Saxion,2021-06-14
tZcnvTduCEB,CEO,ICT&health,2021-06-14
AzvqZfhMQZbHMRjsF,"Docent management, marketing, sales",Saxion University of Applied Sciences,2021-06-14
USpyDWFBFlopcz,Content Medewerker,Sleiderink Bouwmaterialen,2021-06-14
ShQkMbHuopYShjOkMB,Owner,Allez-Y Dienstverlening,2021-06-14
zZmPLlUwVRWSk,Partner WhereWeMeet,WhereWeMeet,2021-06-14
TaSllEmJYdNenCiTl,Client Service Manager,Uprise Digital,2021-06-14
oEdCAEpiZmjfq,Performance Manager,Adwise - Your Digital Brain,2021-06-14
HnzYGyjb,Principal Business Development Manager Benelux | Migration Acceleration Program,Amazon Web Services (AWS),2021-06-14
vnUbSPMptQGB,Initiator en organisator,Het Grootste Kennisfestival,2021-06-14
xwTZnBesvpiQ,Marketing Team,Stichting Enschede Marathon,2021-06-14
TdzBOaMSybfnkskWIkVeVqQsxxkj,Studieadviseur,Professional Learning & Development Universiteit Twente,2021-06-14
JwvQtJSoyiW,Head of Insights,Trendata - Real Life Market Insights,2021-06-14
UryvRacXWhGKZj,Hoofd Marketing & Recruiting,iQ Makelaars,2021-06-14
kpBfDgwTtdmDpfg,Cameraman & Video editor,TeamCreative,2021-06-14
rzvcrnuJnM,Communicatieadviseur,Liberein,2021-06-14
CYaPRzuvWUHBjN,Director Disruption & Innovation,Adwise - Your Digital Brain,2021-06-14
